Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,163.1,136.9,26.18,0,83.95,4.527,8.778,34.32,47.27,5.508,3.53,9.038,39.06,37.73,58.44,95.88
COMP2,341.4,291.4,49.93,0,85.37,8.634,16.74,71.82,96.59,10.51,6.81,17.32,39.33,34.49,58.44,92.07
IHX,132.4,113.1,19.34,0,85.4,3.344,6.484,43.98,57.19,6.421,6.253,12.67,49.33,52.27,92.24,140.5
MOT1,171.7,163.1,8.586,0,95,1.485,2.879,31.23,34.32,1.562,0,1.562,0,9.889,50.52,58.44
MOT2,359.3,341.4,17.97,0,95,3.107,6.024,65.36,71.82,3.268,0,3.268,0,9.889,50.52,58.44
SNK_HX,290.8,280.1,10.76,0,96.3,1.86,3.607,111.5,119.4,4.126,3.996,8.122,49.19,11.16,106.5,118.4
SRC_HX,47.26,30.18,17.08,0,63.86,2.954,5.727,4.996e-14,8.379,1.806e-14,2.235,2.235,100,inf,2.937e-13,77.13
VAL1,34.69,,34.69,0,,5.998,11.63,11.67,,11.67,0,11.67,0,inf,93.46,
VAL2,113.7,,113.7,0,,19.66,38.13,42.23,,42.23,0,42.23,0,inf,103.2,
TOT,578.3,280.1,298.2,0,48.43,51.57,100,96.59,119.4,49.81,22.82,72.63,31.42,155.3,46.4,118.4
