Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,167.2,140.7,26.47,0,84.16,4.212,8.759,35.15,47.71,5.566,3.114,8.679,35.87,35.75,58.4,94.2
COMP2,341.4,291.4,49.93,0,85.37,7.946,16.52,71.77,96.41,10.5,6.81,17.31,39.34,34.32,58.4,91.89
IHX,134.1,113.1,21.03,0,84.32,3.347,6.959,43.83,56.73,6.873,5.394,12.27,43.97,53.51,90.77,139.3
MOT1,176,167.2,8.798,0,95,1.4,2.911,32.01,35.15,1.6,0,1.6,0,9.814,50.52,58.4
MOT2,359.3,341.4,17.97,0,95,2.859,5.945,65.36,71.77,3.268,0,3.268,0,9.814,50.52,58.4
SNK_HX,290.8,280.1,10.76,0,96.3,1.712,3.56,111.1,118.9,4.109,3.996,8.104,49.3,11.17,106.1,117.9
SRC_HX,46.99,30.09,16.9,0,64.03,2.69,5.593,2.498e-14,8.262,8.986e-15,2.227,2.227,100,inf,1.477e-13,76.27
VAL1,36.65,,36.65,0,,5.832,12.13,12.14,,12.14,0,12.14,0,inf,92.01,
VAL2,113.7,,113.7,0,,18.09,37.62,42.07,,42.07,0,42.07,0,inf,102.8,
TOT,628.4,280.1,302.2,46.13,44.57,48.09,100,97.36,118.9,46.82,21.54,68.36,31.51,174,43.04,117.9
