label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,4.56997,50.0,3.0,209.59,0.7037,0.004625,216.221,76.09,6009.15,199.02,6208.17
12,water (source),SRC_HX,source outlet,4.56997,20.01,3.0,84.236,0.2966,0.004578,218.447,75.31,0.0,199.02,199.02
21,R290,SRC_HX,COMP1,3.9551,20.01,7.3171,600.335,2.3908,0.257249,3.887,3662.79,0.0,103064.49,103064.49
22,R290,COMP1,IHX,3.9551,107.8,37.641,695.826,2.4413,0.048204,20.745,686.34,68593.7,115154.23,183747.93
22c,R290,IHX,cc1,3.9551,85.0,37.641,455.493,1.7834,0.010867,92.026,154.72,21123.29,115154.23,136277.52
23,R290,cc1,VAL1,3.9551,85.0,37.641,455.493,1.7834,0.010867,92.026,154.72,21123.29,115154.23,136277.52
24,R290,VAL1,SRC_HX,3.9551,15.01,7.3171,455.493,1.8884,0.156985,6.37,2235.21,2425.87,103064.49,105490.36
31,R600,IHX,COMP2,4.80708,85.0,10.1159,708.349,2.5086,0.196925,5.078,3407.88,66221.25,30047.54,96268.79
32,R600,COMP2,SNK_HX,4.80708,117.01,20.2302,742.524,2.5261,0.089015,11.234,1540.45,93503.98,31789.28,125293.25
32c,R600,SNK_HX,cc2,4.80708,115.0,20.2302,510.611,1.9287,0.010993,90.967,190.24,36731.57,31789.28,68520.84
33,R600,cc2,VAL2,4.80708,115.0,20.2302,510.611,1.9287,0.010993,90.967,190.24,36731.57,31789.28,68520.84
34,R600,VAL2,IHX,4.80708,80.0,10.1159,510.611,1.9489,0.075685,13.213,1309.77,32559.37,30047.54,62606.91
41,water (sink),sink inlet,SNK_HX,0.5,110.0,1.4338,461.415,1.4188,0.000526,1901.896,0.95,48344.92,42.13,48387.05
42,water (sink),SNK_HX,sink outlet,0.5,110.0,1.4338,2691.061,7.2381,0.604646,1.654,1088.36,572077.54,42.13,572119.67
