Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,205.9,173.3,32.59,0,84.17,7.281,15.84,41.02,49.76,6.493,3.926,10.42,37.68,21.32,55.35,79.77
COMP2,142.9,120.9,22.01,0,84.59,4.918,10.7,28.47,36.29,4.386,4.566,8.952,51.01,27.47,55.35,83.4
IHX,183.3,158.4,24.93,0,86.4,5.57,12.12,44.06,53.09,5.991,5.344,11.33,47.15,39.46,66.75,93.09
MOT1,216.7,205.9,10.83,0,95,2.421,5.267,39.41,41.02,1.971,0,1.971,0,4.065,50.52,55.35
MOT2,150.4,142.9,7.52,0,95,1.68,3.656,27.36,28.47,1.368,0,1.368,0,4.065,50.52,55.35
SNK_HX,253.8,241.9,11.9,0,95.31,2.659,5.785,81.38,86.89,3.816,3.75,7.566,49.56,12.02,89.08,99.79
SRC_HX,80.47,56.08,24.39,0,69.69,5.45,11.86,-3.513e-14,6.144,-1.065e-14,2.537,2.537,100,inf,-1.213e-13,30.43
VAL1,46.01,,46.01,0,,10.28,22.37,11.85,,11.85,0,11.85,0,inf,71.52,
VAL2,25.5,,25.5,0,,5.698,12.4,7.993,,7.993,0,7.993,0,inf,87.05,
TOT,447.6,241.9,205.7,0,54.04,45.96,100,66.77,86.89,30.69,20.12,50.81,39.61,140.8,41.44,99.79
