name,type,P [kW],pressure ratio,Δp [bar],η_s,Q [kW],kA [kW/K],UA [kW/K],ΔT_upper [K],ΔT_lower [K],ΔT_pinch [K],LMTD [K],pr_hot,pr_cold,ε_hot,ε_cold,P_in [kW],P_out [kW],η,P_in_total [kW],P_out_total [kW]
COMP1,Compressor,156.3059,4.7103,-19.1287,0.8,,,,,,,,,,,,,,,,
COMP2,Compressor,414.9371,4.0927,-19.6617,0.8,,,,,,,,,,,,,,,,
IHX,HeatExchanger,,,,,-699.886,22.2115,59.3434,99.1159,5.0,5.0,31.5101,1.0,1.0,0.9813,0.3419,,,,,
SNK_HX,HeatExchanger,,,,,-1114.8231,193.8968,221.9542,6.5706,5.0,5.0,5.7496,1.0,1.0,0.9015,0.9938,,,,,
SRC_HX,HeatExchanger,,,,,-543.5801,75.3562,59.8235,10.0,5.0,5.0,7.2135,1.0,1.0,0.6661,0.9751,,,,,
MOT1,Motor,,,,,,,,,,,,,,,,,,0.95,,
MOT2,Motor,,,,,,,,,,,,,,,,,,0.95,,
VAL1,Valve,,0.2123,19.1287,,,,,,,,,,,,,,,,,
VAL2,Valve,,0.2443,19.6617,,,,,,,,,,,,,,,,,
electricity distribution,PowerBus,,,,,,,,,,,,,,,,,,,,
