Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,207.9,179.6,28.33,0,86.37,5.406,15.59,41.85,47.1,5.702,2.999,8.702,34.47,12.55,55.91,72.86
COMP2,137.9,117.2,20.75,0,84.95,3.961,11.42,26.99,33.27,4.06,4.634,8.694,53.3,23.29,54.35,78.87
IHX,214.3,177.6,36.69,0,82.88,7.002,20.19,46.61,52.2,7.98,2.677,10.66,25.12,35.14,60.41,81.64
MOT1,218.8,207.9,10.94,0,95,2.088,6.021,39.8,41.85,1.99,1.173,3.163,37.09,5.134,50.52,55.91
MOT2,145.2,137.9,7.259,0,95,1.385,3.995,26.41,26.99,1.32,0,1.32,0,2.186,50.52,54.35
SNK_HX,272.9,261.9,11.07,0,95.94,2.113,6.093,79.18,83.71,3.212,3.653,6.865,53.21,10.2,80.58,88.8
SRC_HX,79.57,55.48,24.09,0,69.72,4.598,13.26,-7.923e-14,4.284,-2.399e-14,2.367,2.367,100,inf,-2.766e-13,21.45
VAL1,20.73,,20.73,0,,3.956,11.41,4.772,,4.772,0,4.772,0,inf,63.94,
VAL2,21.85,,21.85,0,,4.169,12.02,6.293,,6.293,0,6.293,0,inf,80,
TOT,524,261.9,181.7,80.43,49.97,34.68,100,66.21,83.71,22.96,17.5,40.46,43.26,153,35.1,88.8
