name,type,P [kW],pressure ratio,Δp [bar],η_s,Q [kW],kA [kW/K],UA [kW/K],ΔT_upper [K],ΔT_lower [K],ΔT_pinch [K],LMTD [K],pr_hot,pr_cold,ε_hot,ε_cold,P_in [kW],P_out [kW],η,P_in_total [kW],P_out_total [kW]
COMP1,Compressor,295.5121,5.1701,-22.9819,0.8,,,,,,,,,,,,,,,,
COMP2,Compressor,249.2973,2.8101,-13.0311,0.8,,,,,,,,,,,,,,,,
IHX,HeatExchanger,,,,,-865.5258,73.2755,81.7963,23.0527,5.0,5.0,11.8119,1.0,1.0,0.9423,0.7824,,,,,
SNK_HX,HeatExchanger,,,,,-1114.8231,208.7931,222.8356,5.6938,5.0,5.0,5.3394,1.0,1.0,0.932,0.9946,,,,,
SRC_HX,HeatExchanger,,,,,-570.0136,79.0207,63.0218,10.0,5.0,5.0,7.2135,1.0,1.0,0.6661,0.9131,,,,,
MOT1,Motor,,,,,,,,,,,,,,,,,,0.95,,
MOT2,Motor,,,,,,,,,,,,,,,,,,0.95,,
VAL1,Valve,,0.1934,22.9819,,,,,,,,,,,,,,,,,
VAL2,Valve,,0.3559,13.0311,,,,,,,,,,,,,,,,,
electricity distribution,PowerBus,,,,,,,,,,,,,,,,,,,,
