name,type,P [kW],pressure ratio,Δp [bar],η_s,Q [kW],kA [kW/K],UA [kW/K],ΔT_upper [K],ΔT_lower [K],ΔT_pinch [K],LMTD [K],pr_hot,pr_cold,ε_hot,ε_cold,P_in [kW],P_out [kW],η,P_in_total [kW],P_out_total [kW]
COMP1,Compressor,204.6618,5.323,-22.2877,0.8,,,,,,,,,,,,,,,,
COMP2,Compressor,289.0216,3.0281,-14.5857,0.8,,,,,,,,,,,,,,,,
IHX,HeatExchanger,,,,,-839.1803,25.1882,69.488,107.089,5.0,5.0,33.3165,1.0,1.0,0.9811,0.3934,,,,,
SNK_HX,HeatExchanger,,,,,-1128.2019,196.0458,224.9167,6.582,5.0,5.0,5.7548,1.0,1.0,0.9228,0.994,,,,,
SRC_HX,HeatExchanger,,,,,-634.5185,87.9629,69.8348,10.0,5.0,5.0,7.2135,1.0,1.0,0.6661,0.9744,,,,,
MOT1,Motor,,,,,,,,,,,,,,,,,,0.95,,
MOT2,Motor,,,,,,,,,,,,,,,,,,0.95,,
VAL1,Valve,,0.1879,22.2877,,,,,,,,,,,,,,,,,
VAL2,Valve,,0.3302,14.5857,,,,,,,,,,,,,,,,,
electricity distribution,PowerBus,,,,,,,,,,,,,,,,,,,,
