label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,3.5574,60.0,3.0,251.416,0.8311,0.003618,276.405,46.33,10467.41,199.02,10666.43
12,water (source),SRC_HX,source outlet,3.5574,20.01,3.0,84.236,0.2966,0.003563,280.625,45.64,0.0,199.02,199.02
21,R290,SRC_HX,COMP1,3.62639,20.01,7.3171,600.335,2.3908,0.235869,4.24,3079.26,0.0,103064.49,103064.49
22,R290,COMP1,IHX,3.62639,102.09,34.361,690.914,2.4394,0.048991,20.412,639.58,64874.13,114507.77,179381.9
22c,R290,IHX,cc1,3.62639,80.0,34.361,436.336,1.732,0.009552,104.687,124.71,17675.3,114507.77,132183.07
23,R290,cc1,VAL1,3.62639,80.0,34.361,436.336,1.732,0.009552,104.687,124.71,17675.3,114507.77,132183.07
24,R290,VAL1,SRC_HX,3.62639,15.01,7.3171,436.336,1.822,0.131865,7.584,1721.5,2757.61,103064.49,105822.1
31,R600,IHX,COMP2,4.8353,80.0,9.0616,701.54,2.5023,0.221848,4.508,3861.73,61440.51,29865.71,91306.22
32,R600,COMP2,SNK_HX,4.8353,116.55,20.2302,741.17,2.5227,0.089123,11.221,1551.37,93168.01,31789.28,124957.29
32c,R600,SNK_HX,cc2,4.8353,115.0,20.2302,510.611,1.9287,0.011058,90.436,192.48,36731.57,31789.28,68520.84
33,R600,cc2,VAL2,4.8353,115.0,20.2302,510.611,1.9287,0.011058,90.436,192.48,36731.57,31789.28,68520.84
34,R600,VAL2,IHX,4.8353,75.0,9.0616,510.611,1.9541,0.09233,10.831,1607.2,31211.39,29865.71,61077.11
41,water (sink),sink inlet,SNK_HX,0.5,110.0,1.4338,461.415,1.4188,0.000526,1901.896,0.95,48344.92,42.13,48387.05
42,water (sink),SNK_HX,sink outlet,0.5,110.0,1.4338,2691.061,7.2381,0.604646,1.654,1088.36,572077.54,42.13,572119.67
