label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,15.0,50.0,3.0,209.59,0.7037,0.01518,65.875,819.74,6009.15,199.02,6208.17
12,water (source),SRC_HX,source outlet,15.0,38.84,3.0,162.931,0.5567,0.01511,66.183,815.92,2425.85,199.02,2624.88
21,R717,SRC_HX,COMP1,0.74191,38.84,13.0548,1650.024,5.7578,0.075496,13.246,201.64,53220.01,293653.13,346873.14
22,R717,COMP1,IHX,0.74191,141.75,39.6435,1857.468,5.8595,0.033016,30.288,88.18,226517.92,297997.92,524515.84
22c,R717,IHX,cc1,0.74191,73.0,39.6435,706.673,2.6315,0.001423,702.596,3.8,22003.6,297997.92,320001.52
23,R717,cc1,VAL1,0.74191,73.0,39.6435,706.673,2.6315,0.001423,702.596,3.8,22003.6,297997.92,320001.52
24,R717,VAL1,SRC_HX,0.74191,33.84,13.0548,706.673,2.6853,0.014104,70.9,37.67,10575.47,293653.13,304228.6
31,R600a,IHX,COMP2,6.22358,73.0,10.4096,654.448,2.3822,0.237096,4.218,5312.1,49335.39,44747.87,94083.26
32,R600a,COMP2,SNK_HX,6.22358,117.8,26.0191,696.392,2.4037,0.079413,12.592,1779.24,82181.93,47536.22,129718.15
32c,R600a,SNK_HX,cc2,6.22358,115.0,26.0191,517.263,1.9423,0.015984,62.562,358.12,38311.81,47536.22,85848.03
33,R600a,cc2,VAL2,6.22358,115.0,26.0191,517.263,1.9423,0.015984,62.562,358.12,38311.81,47536.22,85848.03
34,R600a,VAL2,IHX,6.22358,68.0,10.4096,517.263,1.9803,0.129454,7.725,2900.4,29964.29,44747.87,74712.16
41,water (sink),sink inlet,SNK_HX,0.5,110.0,1.4338,461.415,1.4188,0.000526,1901.896,0.95,48344.92,42.13,48387.05
42,water (sink),SNK_HX,sink outlet,0.5,110.0,1.4338,2691.061,7.2381,0.604646,1.654,1088.36,572077.54,42.13,572119.67
