Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,209.9,176.2,33.78,0,83.91,7.287,15.24,42.11,52.26,6.774,4.31,11.08,38.88,24.11,55.71,82.4
COMP2,177,149.7,27.31,0,84.57,5.893,12.32,35.5,45.36,5.478,5.139,10.62,48.4,27.79,55.71,84.19
IHX,163.6,139,24.64,0,84.94,5.315,11.12,46.05,55.43,6.935,5.113,12.05,42.44,41.69,78.19,110.8
MOT1,221,209.9,11.05,0,95,2.384,4.986,40.2,42.11,2.01,0,2.01,0,4.755,50.52,55.71
MOT2,186.3,177,9.315,0,95,2.01,4.203,33.88,35.5,1.694,0,1.694,0,4.755,50.52,55.71
SNK_HX,253.7,241.9,11.86,0,95.33,2.558,5.349,89.04,94.83,4.161,3.732,7.893,47.28,11.71,97.48,108.9
SRC_HX,56.21,32.19,24.02,0,57.27,5.182,10.84,-1.249e-13,6.607,-5.338e-14,2.452,2.452,100,inf,-6.173e-13,57.02
VAL1,44.75,,44.75,0,,9.654,20.19,12.81,,12.81,0,12.81,0,inf,79.55,
VAL2,34.91,,34.91,0,,7.532,15.75,11.74,,11.74,0,11.74,0,inf,93.44,
TOT,463.5,241.9,221.6,0,52.18,47.82,100,74.08,94.83,35.42,20.75,56.17,36.93,145.3,44.4,108.9
