label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,3.46717,60.0,3.0,251.416,0.8311,0.003526,283.598,44.01,10467.41,199.02,10666.43
12,water (source),SRC_HX,source outlet,3.46717,20.01,3.0,84.236,0.2966,0.003473,287.928,43.35,0.0,199.02,199.02
21,R290,SRC_HX,COMP1,3.5344,20.01,7.3171,600.335,2.3908,0.229886,4.35,2925.03,0.0,103064.49,103064.49
22,R290,COMP1,IHX,3.5344,102.09,34.361,690.914,2.4394,0.047749,20.943,607.55,64874.13,114507.77,179381.9
22c,R290,IHX,cc1,3.5344,80.0,34.361,436.336,1.732,0.00931,107.411,118.46,17675.3,114507.77,132183.07
23,R290,cc1,VAL1,3.5344,80.0,34.361,436.336,1.732,0.00931,107.411,118.46,17675.3,114507.77,132183.07
24,R290,VAL1,SRC_HX,3.5344,15.01,7.3171,436.336,1.822,0.12852,7.781,1635.27,2757.61,103064.49,105822.1
31,R600a,IHX,COMP2,6.1654,80.0,12.1068,663.204,2.3902,0.200252,4.994,4444.67,55448.57,45051.78,100500.35
32,R600a,COMP2,SNK_HX,6.1654,118.28,26.0191,698.082,2.408,0.07926,12.617,1759.2,82605.6,47536.22,130141.82
32c,R600a,SNK_HX,cc2,6.1654,115.0,26.0191,517.263,1.9423,0.015835,63.152,351.46,38311.81,47536.22,85848.03
33,R600a,cc2,VAL2,6.1654,115.0,26.0191,517.263,1.9423,0.015835,63.152,351.46,38311.81,47536.22,85848.03
34,R600a,VAL2,IHX,6.1654,75.0,12.1068,517.263,1.9712,0.100674,9.933,2234.51,32324.07,45051.78,77375.85
41,water (sink),sink inlet,SNK_HX,0.5,110.0,1.4338,461.415,1.4188,0.000526,1901.896,0.95,48344.92,42.13,48387.05
42,water (sink),SNK_HX,sink outlet,0.5,110.0,1.4338,2691.061,7.2381,0.604646,1.654,1088.36,572077.54,42.13,572119.67
