Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,183.5,154.5,29.05,0,84.17,4.991,11.23,37.55,48.17,5.944,3.336,9.28,35.95,28.27,56.85,86.63
COMP2,280.9,239.5,41.34,0,85.28,7.104,15.99,57.48,74.73,8.461,6.885,15.35,44.86,30,56.85,86.66
IHX,144.9,121.9,22.97,0,84.15,3.947,8.881,42.96,53.07,6.811,4.351,11.16,38.98,46.8,82.38,120.9
MOT1,193.2,183.5,9.658,0,95,1.66,3.735,35.13,37.55,1.757,0,1.757,0,6.89,50.52,56.85
MOT2,295.7,280.9,14.78,0,95,2.54,5.717,53.78,57.48,2.689,0,2.689,0,6.89,50.52,56.85
SNK_HX,290.4,280.1,10.33,0,96.44,1.775,3.995,103.2,109.4,3.671,3.57,7.241,49.3,9.877,98.71,108.5
SRC_HX,49.84,30.95,18.89,0,62.1,3.246,7.305,7.494e-14,7.033,2.841e-14,2.299,2.299,100,inf,4.177e-13,63.13
VAL1,40.53,,40.53,0,,6.964,15.67,12.24,,12.24,0,12.24,0,inf,83.9,
VAL2,71.06,,71.06,0,,12.21,27.48,24.61,,24.61,0,24.61,0,inf,96.2,
TOT,582,280.1,258.6,43.29,48.12,44.44,100,88.91,109.4,39.51,20.44,59.95,34.09,155.6,42.44,108.5
