name,type,P [kW],pressure ratio,Δp [bar],η_s,Q [kW],kA [kW/K],UA [kW/K],ΔT_upper [K],ΔT_lower [K],ΔT_pinch [K],LMTD [K],pr_hot,pr_cold,ε_hot,ε_cold,P_in [kW],P_out [kW],η,P_in_total [kW],P_out_total [kW]
COMP1,Compressor,251.6828,6.425,-27.9693,0.8,,,,,,,,,,,,,,,,
COMP2,Compressor,218.3616,2.6323,-10.4182,0.8,,,,,,,,,,,,,,,,
IHX,HeatExchanger,,,,,-909.8402,25.213,72.3932,119.5476,5.0,5.0,36.0862,1.0,1.0,0.9806,0.4303,,,,,
SNK_HX,HeatExchanger,,,,,-1128.2019,208.3218,225.4809,5.8538,5.0,5.0,5.4157,1.0,1.0,0.9411,0.9947,,,,,
SRC_HX,HeatExchanger,,,,,-658.1574,91.24,72.4422,10.0,5.0,5.0,7.2135,1.0,1.0,0.6661,0.9734,,,,,
MOT1,Motor,,,,,,,,,,,,,,,,,,0.95,,
MOT2,Motor,,,,,,,,,,,,,,,,,,0.95,,
VAL1,Valve,,0.1556,27.9693,,,,,,,,,,,,,,,,,
VAL2,Valve,,0.3799,10.4182,,,,,,,,,,,,,,,,,
electricity distribution,PowerBus,,,,,,,,,,,,,,,,,,,,
