Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,182.8,153.9,28.97,0,84.15,5.502,14.12,36.4,43.88,5.768,3.295,9.062,36.36,20.57,55.3,79.23
COMP2,165.4,139.9,25.52,0,84.58,4.846,12.43,32.93,41.56,5.08,4.938,10.02,49.3,26.2,55.3,82.52
IHX,171.7,145.4,26.27,0,84.7,4.989,12.8,40.18,48.81,6.148,4.834,10.98,44.02,43.44,65,93.24
MOT1,192.5,182.8,9.623,0,95,1.827,4.689,35,36.4,1.75,0,1.75,0,3.977,50.52,55.3
MOT2,174.1,165.4,8.707,0,95,1.653,4.243,31.67,32.93,1.584,0,1.584,0,3.977,50.52,55.3
SNK_HX,253.7,241.9,11.87,0,95.32,2.254,5.784,80.55,86.01,3.768,3.738,7.506,49.8,12.01,88.18,98.77
SRC_HX,80.51,56.07,24.44,0,69.64,4.641,11.91,-8.275e-14,6.059,-2.512e-14,2.523,2.523,100,inf,-2.855e-13,30.02
VAL1,38.23,,38.23,0,,7.26,18.63,9.765,,9.765,0,9.765,0,inf,70.95,
VAL2,31.6,,31.6,0,,6,15.4,9.824,,9.824,0,9.824,0,inf,86.37,
TOT,526.6,241.9,205.2,79.48,45.93,38.97,100,66.68,86.01,25.99,19.33,45.32,42.65,180.8,35.17,98.77
