Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,274.3,231.7,42.61,0,84.47,7.622,15.02,56.48,72.68,8.773,4.503,13.28,33.92,28.68,57.2,87.13
COMP2,215,182.8,32.29,0,84.98,5.776,11.38,44.28,58.39,6.649,5.248,11.9,44.11,31.87,57.2,88.75
IHX,169.2,142.6,26.67,0,84.24,4.772,9.403,56.34,68.31,8.88,4.643,13.52,34.34,43.92,92.47,133.1
MOT1,288.8,274.3,14.44,0,95,2.583,5.09,52.52,56.48,2.626,0,2.626,0,7.545,50.52,57.2
MOT2,226.4,215,11.32,0,95,2.025,3.99,41.17,44.28,2.059,0,2.059,0,7.545,50.52,57.2
SNK_HX,273.1,261.9,11.22,0,95.89,2.008,3.956,107.3,114.2,4.409,3.797,8.207,46.27,10.97,109.1,121.1
SRC_HX,30.42,10.82,19.6,0,35.57,3.505,6.908,-7.494e-14,7.668,-4.828e-14,2.29,2.29,100,inf,-6.844e-13,196.9
VAL1,73.28,,73.28,0,,13.11,25.83,24.01,,24.01,0,24.01,0,inf,91,
VAL2,52.23,,52.23,0,,9.344,18.41,19.4,,19.4,0,19.4,0,inf,103.2,
TOT,559,261.9,283.7,13.49,46.84,50.74,100,93.69,114.2,47.54,20.48,68.02,30.11,160.1,46.56,121.1
