Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,190,163.6,26.41,0,86.1,5.276,13.13,38.58,44.76,5.364,3.293,8.656,38.04,16.04,56.4,76.02
COMP2,197.2,167.5,29.76,0,84.91,5.944,14.8,38.9,47.92,5.869,5.762,11.63,49.54,23.2,54.79,79.49
IHX,178.8,143.1,35.73,0,80.01,7.136,17.77,45.33,51.77,9.059,2.526,11.59,21.8,42.74,70.43,100.5
MOT1,200,190,9.999,0,95,1.997,4.972,36.37,38.58,1.819,1.107,2.925,37.83,6.055,50.52,56.4
MOT2,207.6,197.2,10.38,0,95,2.073,5.161,37.76,38.9,1.888,0,1.888,0,3.013,50.52,54.79
SNK_HX,272.9,261.9,11.02,0,95.96,2.2,5.478,87.91,92.72,3.549,3.605,7.154,50.39,9.911,89.49,98.36
SRC_HX,55.41,31.89,23.51,0,57.56,4.696,11.69,0,4.876,0,2.299,2.299,100,inf,0,42.47
VAL1,16.67,,16.67,0,,3.328,8.287,4.31,,4.31,0,4.31,0,inf,71.84,
VAL2,37.63,,37.63,0,,7.515,18.71,11.78,,11.78,0,11.78,0,inf,86.97,
TOT,500.7,261.9,201.1,37.72,52.3,40.17,100,74.13,92.72,29.78,18.59,48.37,38.44,139.2,41.13,98.36
