Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,160.6,137.6,23.04,0,85.65,4.924,11.18,32.83,38.95,4.71,3.163,7.872,40.18,18.65,56.78,78.65
COMP2,231.6,196.6,34.97,0,84.9,7.473,16.97,45.9,56.93,6.931,6.534,13.47,48.52,24.02,55.06,80.43
IHX,157.1,124.6,32.54,0,79.29,6.955,15.79,40.96,47.71,8.482,2.573,11.05,23.27,46.92,72.4,106.4
MOT1,169.1,160.6,8.453,0,95,1.806,4.102,30.75,32.83,1.538,0.9922,2.53,39.22,6.759,50.52,56.78
MOT2,243.8,231.6,12.19,0,95,2.605,5.915,44.34,45.9,2.217,0,2.217,0,3.532,50.52,55.06
SNK_HX,272.9,261.9,11,0,95.97,2.351,5.338,89.23,94.21,3.597,3.573,7.17,49.84,10.02,90.83,99.94
SRC_HX,55.11,31.85,23.26,0,57.79,4.971,11.29,7.494e-14,5.279,3.163e-14,2.29,2.29,100,inf,3.777e-13,46.04
VAL1,12.28,,12.28,0,,2.624,5.957,3.275,,3.275,0,3.275,0,inf,74.1,
VAL2,48.34,,48.34,0,,10.33,23.46,15.41,,15.41,0,15.41,0,inf,88.57,
TOT,467.9,261.9,206.1,0,55.96,44.04,100,75.09,94.21,33.07,19.12,52.19,36.64,124.2,44.57,99.94
