Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,185.4,155.8,29.63,0,84.02,5.569,12.84,37.35,46.44,5.968,3.484,9.452,36.86,24.34,55.95,82.8
COMP2,231.6,196.6,34.97,0,84.9,6.572,15.16,46.64,59.79,7.043,6.534,13.58,48.13,28.19,55.95,84.48
IHX,149.3,124.6,24.72,0,83.44,4.647,10.72,41.96,50.81,6.947,4.178,11.13,37.56,45.14,78.05,113.3
MOT1,195.2,185.4,9.759,0,95,1.834,4.23,35.5,37.35,1.775,0,1.775,0,5.201,50.52,55.95
MOT2,243.8,231.6,12.19,0,95,2.291,5.283,44.34,46.64,2.217,0,2.217,0,5.201,50.52,55.95
SNK_HX,272.9,261.9,11,0,95.97,2.067,4.768,94.33,99.99,3.803,3.573,7.376,48.45,10.45,96.03,106.1
SRC_HX,53.63,31.79,21.83,0,59.29,4.103,9.463,0,6.512,0,2.381,2.381,100,inf,0,56.89
VAL1,38.25,,38.25,0,,7.19,16.58,10.99,,10.99,0,10.99,0,inf,79.79,
VAL2,48.34,,48.34,0,,9.086,20.96,16.28,,16.28,0,16.28,0,inf,93.52,
TOT,532.1,261.9,230.7,39.5,49.22,43.36,100,79.84,99.99,34.62,20.15,54.77,36.79,154.5,41.68,106.1
