name,type,P [kW],pressure ratio,Δp [bar],η_s,Q [kW],kA [kW/K],UA [kW/K],ΔT_upper [K],ΔT_lower [K],ΔT_pinch [K],LMTD [K],pr_hot,pr_cold,ε_hot,ε_cold,P_in [kW],P_out [kW],η,P_in_total [kW],P_out_total [kW]
COMP1,Compressor,213.654,3.5194,-22.4788,0.8,,,,,,,,,,,,,,,,
COMP2,Compressor,309.7109,2.9255,-17.1251,0.8,,,,,,,,,,,,,,,,
IHX,HeatExchanger,,,,,-805.1122,62.1195,74.6754,26.7235,5.0,5.0,12.9607,1.0,1.0,0.9448,0.6919,,,,,
SNK_HX,HeatExchanger,,,,,-1114.8231,182.7899,220.9408,7.3482,5.0,5.0,6.0989,1.0,1.0,0.9029,0.9931,,,,,
SRC_HX,HeatExchanger,,,,,-591.4582,54.6791,47.7266,19.99,5.0,5.0,10.8169,1.0,1.0,0.7997,0.857,,,,,
MOT1,Motor,,,,,,,,,,,,,,,,,,0.95,,
MOT2,Motor,,,,,,,,,,,,,,,,,,0.95,,
VAL1,Valve,,0.2841,22.4788,,,,,,,,,,,,,,,,,
VAL2,Valve,,0.3418,17.1251,,,,,,,,,,,,,,,,,
electricity distribution,PowerBus,,,,,,,,,,,,,,,,,,,,
