Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,191.5,161.7,29.77,0,84.45,4.87,12.29,38.84,48.41,6.037,3.152,9.189,34.3,24.66,56.34,83.16
COMP2,237.1,202.3,34.87,0,85.29,5.706,14.4,48.1,61.54,7.073,5.92,12.99,45.56,27.96,56.34,84.52
IHX,167.1,143.1,24.01,0,85.63,3.928,9.916,42.37,52.24,6.089,4.688,10.78,43.5,43.99,70.45,101.4
MOT1,201.6,191.5,10.08,0,95,1.649,4.162,36.66,38.84,1.833,0,1.833,0,5.934,50.52,56.34
MOT2,249.6,237.1,12.48,0,95,2.042,5.155,45.4,48.1,2.27,0,2.27,0,5.934,50.52,56.34
SNK_HX,290.4,280.1,10.36,0,96.43,1.695,4.277,95.99,101.8,3.423,3.612,7.035,51.34,10.01,91.81,101
SRC_HX,71.01,51.75,19.26,0,72.88,3.151,7.954,-7.494e-14,6.558,-2.032e-14,2.4,2.4,100,inf,-2.931e-13,35.2
VAL1,46.4,,46.4,0,,7.592,19.16,12.6,,12.6,0,12.6,0,inf,75.45,
VAL2,54.9,,54.9,0,,8.983,22.67,17.79,,17.79,0,17.79,0,inf,90.03,
TOT,611.2,280.1,242.1,88.99,45.82,39.62,100,82.06,101.8,32.51,19.77,52.28,37.82,170.8,37.3,101
