Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,184.3,159,25.3,0,86.27,4.471,12.6,37.54,43.39,5.155,2.793,7.948,35.14,15.59,56.59,75.82
COMP2,201.4,171.9,29.59,0,85.31,5.227,14.73,39.85,48.66,5.853,5.233,11.09,47.21,22.1,54.95,78.65
IHX,194.5,161.6,32.97,0,83.05,5.825,16.42,44,50.7,7.457,2.72,10.18,26.72,38.76,62.83,87.17
MOT1,194,184.3,9.698,0,95,1.713,4.829,35.28,37.54,1.764,1.085,2.849,38.08,6.397,50.52,56.59
MOT2,212.1,201.4,10.6,0,95,1.873,5.28,38.57,39.85,1.928,0,1.928,0,3.322,50.52,54.95
SNK_HX,290.4,280.1,10.39,0,96.42,1.835,5.173,86.72,91.62,3.102,3.643,6.745,54.01,9.568,82.93,90.87
SRC_HX,74.87,53.4,21.47,0,71.32,3.793,10.69,2.498e-14,4.886,7.163e-15,2.292,2.292,100,inf,9.268e-14,25.42
VAL1,17.83,,17.83,0,,3.15,8.879,4.277,,4.277,0,4.277,0,inf,66.63,
VAL2,42.97,,42.97,0,,7.592,21.4,12.64,,12.64,0,12.64,0,inf,81.73,
TOT,566,280.1,200.8,85.13,49.48,35.48,100,73.85,91.62,26.2,17.77,43.97,40.41,150.7,36.24,90.87
