Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,263.5,222.4,41.11,0,84.4,7.865,15.76,53.84,68.5,8.397,4.648,13.04,35.63,27.24,56.75,85.55
COMP2,183.8,156.2,27.57,0,85,5.274,10.57,37.55,49.02,5.632,4.747,10.38,45.74,30.54,56.75,87.14
IHX,182.6,158.6,24.01,0,86.85,4.593,9.206,54.39,65.78,7.15,5.542,12.69,43.66,39.25,82.74,115.2
MOT1,277.4,263.5,13.87,0,95,2.654,5.319,50.45,53.84,2.523,0,2.523,0,6.7,50.52,56.75
MOT2,193.5,183.8,9.674,0,95,1.851,3.71,35.19,37.55,1.76,0,1.76,0,6.7,50.52,56.75
SNK_HX,273.1,261.9,11.27,0,95.87,2.156,4.322,100.2,106.8,4.135,3.812,7.948,47.97,11.13,101.9,113.3
SRC_HX,51.77,31.49,20.28,0,60.83,3.88,7.777,2.72e-13,7.334,1.066e-13,2.391,2.391,100,inf,1.46e-12,64.69
VAL1,71.3,,71.3,0,,13.64,27.34,21.44,,21.44,0,21.44,0,inf,83.55,
VAL2,41.71,,41.71,0,,7.98,15.99,14.57,,14.57,0,14.57,0,inf,97.05,
TOT,522.6,261.9,260.8,0,50.1,49.9,100,85.65,106.8,42.73,21.14,63.87,33.1,148.8,45.52,113.3
