Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,183.8,158.2,25.59,0,86.08,4.923,11.68,37.7,44.66,5.247,3.218,8.465,38.02,18.47,56.96,78.4
COMP2,221.4,188.2,33.26,0,84.98,6.399,15.18,44.1,54.33,6.624,5.356,11.98,44.71,23.18,55.32,80.19
IHX,173.9,139.4,34.52,0,80.15,6.642,15.76,45.92,53.77,9.115,2.795,11.91,23.47,46.09,73.35,107.2
MOT1,193.5,183.8,9.675,0,95,1.862,4.416,35.2,37.7,1.76,1.083,2.843,38.1,7.102,50.52,56.96
MOT2,233.1,221.4,11.66,0,95,2.243,5.32,42.4,44.1,2.12,0,2.12,0,4.024,50.52,55.32
SNK_HX,273.1,261.9,11.21,0,95.89,2.158,5.119,90.68,96.12,3.724,3.794,7.518,50.47,10.53,92.24,102
SRC_HX,54.33,31.74,22.59,0,58.42,4.347,10.31,-4.176e-14,5.58,-1.737e-14,2.273,2.273,100,inf,-2.135e-13,48.84
VAL1,16.07,,16.07,0,,3.092,7.335,4.318,,4.318,0,4.318,0,inf,74.63,
VAL2,54.5,,54.5,0,,10.49,24.88,17.42,,17.42,0,17.42,0,inf,88.79,
TOT,519.7,261.9,219.1,38.79,50.38,42.15,100,77.6,96.12,32.71,18.52,51.23,36.15,145.8,41.47,102
