Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,174.5,146,28.54,0,83.65,5.121,10.29,36.2,48.94,5.92,4.098,10.02,40.91,35.2,57.61,93.12
COMP2,326.9,278.8,48.14,0,85.28,8.636,17.36,67.8,90.47,9.984,8.085,18.07,44.75,33.42,57.61,90.14
IHX,122,101.4,20.55,0,83.15,3.688,7.411,44.24,55.19,7.457,4.719,12.18,38.76,50.02,100.8,151.2
MOT1,183.7,174.5,9.186,0,95,1.648,3.312,33.42,36.2,1.671,0,1.671,0,8.325,50.52,57.61
MOT2,344.1,326.9,17.21,0,95,3.087,6.204,62.59,67.8,3.13,0,3.13,0,8.325,50.52,57.61
SNK_HX,290.4,280.1,10.32,0,96.45,1.851,3.719,112,118.6,3.979,3.524,7.503,46.97,9.837,107.1,117.7
SRC_HX,29.54,11.14,18.4,0,37.71,3.301,6.635,3.708e-14,7.785,2.31e-14,2.212,2.212,100,inf,3.486e-13,194.1
VAL1,35.19,,35.19,0,,6.312,12.69,12.48,,12.48,0,12.48,0,inf,98.55,
VAL2,89.81,,89.81,0,,16.11,32.38,33.65,,33.65,0,33.65,0,inf,104.1,
TOT,557.4,280.1,277.3,0,50.24,49.76,100,96.01,118.6,47.77,22.64,70.41,32.15,146,47.85,117.7
