name,type,P [kW],pressure ratio,Δp [bar],η_s,Q [kW],kA [kW/K],UA [kW/K],ΔT_upper [K],ΔT_lower [K],ΔT_pinch [K],LMTD [K],pr_hot,pr_cold,ε_hot,ε_cold,P_in [kW],P_out [kW],η,P_in_total [kW],P_out_total [kW]
COMP1,Compressor,264.3726,3.7267,-24.3281,0.8,,,,,,,,,,,,,,,,
COMP2,Compressor,196.0552,2.3899,-9.7707,0.8,,,,,,,,,,,,,,,,
IHX,HeatExchanger,,,,,-932.1467,70.7604,85.2845,27.4176,5.0,5.0,13.1733,1.0,1.0,0.9417,0.7804,,,,,
SNK_HX,HeatExchanger,,,,,-1128.2019,202.7401,225.3525,6.1705,5.0,5.0,5.5648,1.0,1.0,0.9413,0.9944,,,,,
SRC_HX,HeatExchanger,,,,,-667.7741,61.7343,53.8916,19.99,5.0,5.0,10.8169,1.0,1.0,0.7997,0.851,,,,,
MOT1,Motor,,,,,,,,,,,,,,,,,,0.95,,
MOT2,Motor,,,,,,,,,,,,,,,,,,0.95,,
VAL1,Valve,,0.2683,24.3281,,,,,,,,,,,,,,,,,
VAL2,Valve,,0.4184,9.7707,,,,,,,,,,,,,,,,,
electricity distribution,PowerBus,,,,,,,,,,,,,,,,,,,,
