Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,253.5,214,39.57,0,84.39,7.665,16.73,50.99,62.33,7.959,4.068,12.03,33.82,22.24,55.87,80.93
COMP2,148.5,125.6,22.88,0,84.59,4.432,9.67,29.86,38.72,4.602,4.656,9.258,50.29,29.68,55.87,85.65
IHX,183.2,155.2,28.08,0,84.68,5.439,11.87,51.24,61.05,7.852,4.652,12.5,37.2,40.71,77.68,109.3
MOT1,266.9,253.5,13.34,0,95,2.585,5.64,48.54,50.99,2.427,0,2.427,0,5.052,50.52,55.87
MOT2,156.3,148.5,7.813,0,95,1.513,3.303,28.42,29.86,1.421,0,1.421,0,5.052,50.52,55.87
SNK_HX,253.8,241.9,11.89,0,95.31,2.304,5.027,90.6,96.54,4.246,3.747,7.993,46.88,11.79,99.17,110.9
SRC_HX,55.32,32.1,23.22,0,58.03,4.498,9.814,-9.992e-14,6.717,-4.194e-14,2.45,2.45,100,inf,-5.017e-13,58.12
VAL1,62.83,,62.83,0,,12.17,26.56,17.81,,17.81,0,17.81,0,inf,78.74,
VAL2,26.96,,26.96,0,,5.222,11.4,9.17,,9.17,0,9.17,0,inf,94.48,
TOT,516.3,241.9,236.6,37.8,46.85,45.83,100,76.96,96.54,35.27,19.57,54.84,35.69,167.7,41.41,110.9
