Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,181.3,151.1,30.2,0,83.34,6.481,13.48,36.41,46.29,6.064,4.508,10.57,42.64,27.14,55.79,85.1
COMP2,229.7,194.1,35.61,0,84.5,7.644,15.9,46.14,59.84,7.152,7.371,14.52,50.76,29.71,55.79,85.64
IHX,127.9,103.4,24.49,0,80.85,5.256,10.93,42.59,51.26,8.154,4.313,12.47,34.59,48.86,92.5,137.7
MOT1,190.8,181.3,9.542,0,95,2.048,4.26,34.71,36.41,1.736,0,1.736,0,4.892,50.52,55.79
MOT2,241.8,229.7,12.09,0,95,2.595,5.397,43.98,46.14,2.199,0,2.199,0,4.892,50.52,55.79
SNK_HX,253.6,241.9,11.73,0,95.38,2.517,5.234,95.18,100.8,4.401,3.582,7.983,44.87,11.09,104.3,115.8
SRC_HX,33.23,8.855,24.38,0,26.65,5.232,10.88,4.45e-14,6.717,3.264e-14,2.379,2.379,100,inf,3.719e-13,210.7
VAL1,32.06,,32.06,0,,6.881,14.31,10.42,,10.42,0,10.42,0,inf,90.27,
VAL2,43.92,,43.92,0,,9.428,19.61,15.93,,15.93,0,15.93,0,inf,100.7,
TOT,465.9,241.9,224,0,51.92,48.08,100,78.69,100.8,37.84,22.15,59.99,36.93,146.8,46.92,115.8
