name,type,P [kW],pressure ratio,Δp [bar],η_s,Q [kW],kA [kW/K],UA [kW/K],ΔT_upper [K],ΔT_lower [K],ΔT_pinch [K],LMTD [K],pr_hot,pr_cold,ε_hot,ε_cold,P_in [kW],P_out [kW],η,P_in_total [kW],P_out_total [kW]
COMP1,Compressor,155.4438,3.9523,-21.5051,0.8,,,,,,,,,,,,,,,,
COMP2,Compressor,361.0305,3.4474,-18.4717,0.8,,,,,,,,,,,,,,,,
IHX,HeatExchanger,,,,,-753.7925,26.3176,64.763,86.7246,5.0,5.0,28.6421,1.0,1.0,0.98,0.3887,,,,,
SNK_HX,HeatExchanger,,,,,-1114.8231,188.525,221.5137,6.9318,5.0,5.0,5.9134,1.0,1.0,0.9022,0.9935,,,,,
SRC_HX,HeatExchanger,,,,,-598.3487,82.995,65.887,9.99,5.0,5.0,7.2095,1.0,1.0,0.6662,0.9731,,,,,
MOT1,Motor,,,,,,,,,,,,,,,,,,0.95,,
MOT2,Motor,,,,,,,,,,,,,,,,,,0.95,,
VAL1,Valve,,0.253,21.5051,,,,,,,,,,,,,,,,,
VAL2,Valve,,0.2901,18.4717,,,,,,,,,,,,,,,,,
electricity distribution,PowerBus,,,,,,,,,,,,,,,,,,,,
