label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,15.0,50.0,3.0,209.59,0.7037,0.01518,65.875,819.74,6009.15,199.02,6208.17
13,water (source),SRC_HX,source outlet,15.0,38.25,3.0,160.484,0.5489,0.015106,66.197,815.74,2280.28,199.02,2479.3
21,R1270,SRC_HX,COMP1,3.69453,38.25,14.1026,614.773,2.364,0.127271,7.857,1692.74,15082.46,125781.43,140863.88
22,R1270,COMP1,IHX,3.69453,98.33,37.2055,672.869,2.3955,0.048098,20.791,639.72,59511.78,130229.76,189741.53
22c,R1270,IHX,cc1,3.69453,75.0,37.2055,415.401,1.6703,0.009363,106.806,124.53,14645.71,130229.76,144875.47
23,R1270,cc1,VAL1,3.69453,75.0,37.2055,415.401,1.6703,0.009363,106.806,124.53,14645.71,130229.76,144875.47
24,R1270,VAL1,SRC_HX,3.69453,33.25,14.1026,415.401,1.7136,0.054328,18.407,722.58,6379.9,125781.43,132161.33
31,R600a,IHX,COMP2,5.44647,75.0,10.8754,656.978,2.3845,0.198191,5.046,3886.0,51110.0,44831.3,95941.29
32,R600a,COMP2,SNK_HX,5.44647,107.82,21.7777,689.473,2.4016,0.088272,11.329,1730.78,76640.96,46780.02,123420.98
32c,R600a,SNK_HX,cc2,5.44647,105.0,21.7777,482.329,1.8539,0.013042,76.673,255.73,30054.47,46780.02,76834.49
33,R600a,cc2,VAL2,5.44647,105.0,21.7777,482.329,1.8539,0.013042,76.673,255.73,30054.47,46780.02,76834.49
34,R600a,VAL2,IHX,5.44647,70.0,10.8754,482.329,1.8757,0.08238,12.139,1615.25,25593.02,44831.3,70424.32
41,water (sink),sink inlet,SNK_HX,0.5,100.0,1.0142,419.166,1.3072,0.000522,1916.698,0.94,38857.9,0.09,38858.0
43,water (sink),SNK_HX,sink outlet,0.5,100.0,1.0142,2675.57,7.3541,0.835883,1.196,1504.59,522610.54,0.09,522610.64
