Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,195.9,168.6,27.28,0,86.07,6.546,15.6,39.37,44.39,5.484,3.056,8.54,35.78,12.73,55.83,73.13
COMP2,121.1,102.4,18.63,0,84.61,4.47,10.65,23.63,29.2,3.637,4.229,7.866,53.76,23.55,54.23,79.19
IHX,207.8,171.5,36.36,0,82.51,8.723,20.78,44.64,50.18,7.809,2.931,10.74,27.29,36.24,59.66,81.28
MOT1,206.2,195.9,10.31,0,95,2.474,5.894,37.5,39.37,1.875,1.129,3.004,37.58,4.982,50.52,55.83
MOT2,127.4,121.1,6.371,0,95,1.529,3.642,23.18,23.63,1.159,0,1.159,0,1.972,50.52,54.23
SNK_HX,253.8,241.9,11.93,0,95.3,2.863,6.822,73.59,78.21,3.46,3.761,7.221,52.08,11.52,80.54,89.82
SRC_HX,83.18,56.91,26.27,0,68.42,6.303,15.02,-6.713e-14,4.305,-2.12e-14,2.421,2.421,100,inf,-2.242e-13,21.01
VAL1,17.67,,17.67,0,,4.239,10.1,4.048,,4.048,0,4.048,0,inf,63.64,
VAL2,20.1,,20.1,0,,4.823,11.49,5.789,,5.789,0,5.789,0,inf,80,
TOT,416.8,241.9,174.9,0,58.03,41.97,100,60.68,78.21,25.47,17.53,42.99,40.77,122.1,40.44,89.82
