Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,203.5,170.5,32.96,0,83.8,5.229,9.498,41.77,55.17,6.765,4.779,11.54,41.4,32.1,57.01,89.86
COMP2,382.7,326.6,56.02,0,85.36,8.886,16.14,78.53,100.8,11.5,7.634,19.13,39.9,28.39,57.01,85.75
IHX,117.2,97.96,19.21,0,83.61,3.046,5.534,73.85,84.63,12.11,5.75,17.86,32.2,37.06,175.1,240
MOT1,214.2,203.5,10.71,0,95,1.699,3.086,38.96,41.77,1.948,0,1.948,0,7.193,50.52,57.01
MOT2,402.8,382.7,20.14,0,95,3.194,5.803,73.26,78.53,3.663,0,3.663,0,7.193,50.52,57.01
SNK_HX,290.8,280.1,10.7,0,96.32,1.697,3.083,129.7,136.4,4.771,3.98,8.751,45.48,9.249,123.9,135.3
SRC_HX,15.63,0.02692,15.61,0,0.1722,2.475,4.496,39.73,45.88,39.66,2.066,41.73,4.952,6.696e+04,706,4.734e+05
VAL1,53.4,5.516,47.89,0,10.33,7.596,13.8,27.2,39.73,24.39,0,24.39,0,1314,141.5,2001
VAL2,133.8,,133.8,0,,21.23,38.56,55.8,,55.8,0,55.8,0,inf,115.8,
TOT,630.5,280.1,347.1,3.326,44.42,55.05,100,112.2,136.4,61.78,24.21,85.99,28.15,173.7,49.45,135.3
