Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,222.1,193.1,29.05,0,86.92,5.154,10.78,46.34,56.42,6.06,3.645,9.704,37.56,21.73,57.95,81.16
COMP2,271.6,231.9,39.65,0,85.4,7.036,14.72,55.15,69.54,8.054,5.607,13.66,41.04,26.08,56.42,83.29
IHX,180.1,141.4,38.65,0,78.54,6.858,14.35,55.43,66.62,11.9,2.635,14.53,18.14,53.02,85.5,130.8
MOT1,233.8,222.1,11.69,0,95,2.075,4.339,42.53,46.34,2.127,1.225,3.352,36.55,8.964,50.52,57.95
MOT2,285.8,271.6,14.29,0,95,2.536,5.305,51.99,55.15,2.6,0,2.6,0,6.083,50.52,56.42
SNK_HX,290.9,280.1,10.87,0,96.26,1.929,4.036,107.3,113.8,4.012,4.019,8.031,50.05,10.1,102.5,112.8
SRC_HX,29.81,10.89,18.91,0,36.55,3.356,7.02,5.246e-13,6.299,3.329e-13,2.114,2.114,100,inf,4.888e-12,160.6
VAL1,23.89,,23.89,0,,4.239,8.867,7.281,,7.281,0,7.281,0,inf,84.65,
VAL2,82.41,,82.41,0,,14.62,30.59,28.82,,28.82,0,28.82,0,inf,97.13,
TOT,563.6,280.1,269.4,14.09,49.69,47.81,100,94.52,113.8,45.19,19.25,64.43,29.87,142.2,46.59,112.8
