Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,183.7,153.6,30.17,0,83.58,6.298,13.32,36.88,46.14,6.057,3.945,10,39.44,25.1,55.76,83.46
COMP2,229.7,194.1,35.61,0,84.5,7.433,15.72,46.11,59.76,7.148,7.371,14.52,50.77,29.59,55.76,85.51
IHX,129.5,103.4,26.05,0,79.88,5.436,11.5,42.28,50.73,8.508,3.858,12.37,31.2,50.19,90.73,136.3
MOT1,193.4,183.7,9.67,0,95,2.018,4.269,35.18,36.88,1.759,0,1.759,0,4.841,50.52,55.76
MOT2,241.8,229.7,12.09,0,95,2.524,5.338,43.98,46.11,2.199,0,2.199,0,4.841,50.52,55.76
SNK_HX,253.6,241.9,11.73,0,95.38,2.447,5.177,94.64,100.3,4.376,3.582,7.958,45.01,11.1,103.7,115.2
SRC_HX,33.16,8.909,24.25,0,26.86,5.062,10.71,-7.494e-14,6.642,-5.481e-14,2.371,2.371,100,inf,-6.277e-13,207.1
VAL1,33.01,,33.01,0,,6.89,14.57,10.5,,10.5,0,10.5,0,inf,88.32,
VAL2,43.92,,43.92,0,,9.167,19.39,15.85,,15.85,0,15.85,0,inf,100.2,
TOT,479.1,241.9,226.5,10.74,50.48,47.28,100,79.16,100.3,37.42,21.13,58.55,36.08,151,45.89,115.2
