Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,157.4,134.9,22.54,0,85.68,5.045,12.19,31.93,36.97,4.572,2.818,7.39,38.13,15.79,56.35,76.15
COMP2,191.6,162.7,28.91,0,84.91,6.472,15.64,37.68,46.18,5.685,5.645,11.33,49.82,22.55,54.63,78.84
IHX,177.7,146.2,31.54,0,82.25,7.061,17.06,38.74,44.61,6.875,2.761,9.636,28.65,40.01,60.55,84.78
MOT1,165.7,157.4,8.284,0,95,1.855,4.482,30.14,31.93,1.507,0.9793,2.486,39.39,5.961,50.52,56.35
MOT2,201.7,191.6,10.09,0,95,2.258,5.457,36.69,37.68,1.834,0,1.834,0,2.712,50.52,54.63
SNK_HX,272.9,261.9,11.02,0,95.96,2.467,5.963,80.3,84.99,3.243,3.609,6.852,52.67,10.3,81.74,90.16
SRC_HX,79.29,55.35,23.94,0,69.81,5.359,12.95,8.743e-14,4.72,2.64e-14,2.358,2.358,100,inf,3.063e-13,23.69
VAL1,12.51,,12.51,0,,2.801,6.77,2.954,,2.954,0,2.954,0,inf,65.58,
VAL2,35.99,,35.99,0,,8.058,19.47,10.49,,10.49,0,10.49,0,inf,80.99,
TOT,446.7,261.9,184.8,0,58.62,41.38,100,66.82,84.99,27.65,18.17,45.82,39.66,117,41.56,90.16
